"Date","Time","Open","High","Low","Close","Vol","OI"
12/14/2012,15:00,6.76,6.88,6.72,6.76,5114715,0
12/17/2012,15:00,6.75,6.90,6.75,6.88,4124045,0
12/18/2012,15:00,6.85,7.01,6.85,6.92,7772180,0
12/19/2012,15:00,6.95,7.05,6.90,6.92,6493655,0
12/20/2012,15:00,6.90,6.96,6.81,6.89,4605970,0
12/21/2012,15:00,6.79,6.83,6.72,6.80,7461530,0
12/24/2012,15:00,6.73,6.87,6.71,6.86,1878980,0
12/26/2012,15:00,6.79,6.90,6.70,6.72,3008920,0
12/27/2012,15:00,6.70,6.78,6.60,6.74,2805425,0
12/28/2012,15:00,6.68,6.73,6.60,6.64,2070675,0
12/31/2012,15:00,6.60,6.79,6.60,6.77,2974230,0
01/02/2013,15:00,7.00,7.09,6.94,7.07,5973550,0
01/03/2013,15:00,7.04,7.09,6.95,6.95,3709705,0
01/04/2013,15:00,6.96,6.96,6.78,6.88,3369965,0
01/07/2013,15:00,6.96,6.96,6.78,6.87,2209545,0
01/08/2013,15:00,6.90,6.90,6.62,6.74,6419925,0
01/09/2013,15:00,6.80,6.84,6.68,6.73,3489895,0
01/10/2013,15:00,6.77,6.80,6.68,6.71,4612025,0
01/11/2013,15:00,6.81,6.81,6.42,6.58,7816370,0
01/14/2013,15:00,6.62,6.68,6.57,6.65,4625090,0
01/15/2013,15:00,6.62,6.85,6.62,6.78,8121945,0
01/16/2013,15:00,6.77,6.85,6.75,6.82,6890690,0
01/17/2013,15:00,6.83,6.97,6.78,6.88,7183020,0
01/18/2013,15:00,6.95,6.96,6.76,6.90,17775370,0
01/22/2013,15:00,6.91,7.11,6.85,7.04,9600655,0
01/23/2013,15:00,7.00,7.25,6.99,7.20,7821030,0
01/24/2013,15:00,7.20,7.54,7.17,7.40,9851945,0
01/25/2013,15:00,7.40,7.51,7.36,7.40,6438515,0
01/28/2013,15:00,7.37,7.74,7.37,7.61,9929960,0
01/29/2013,15:00,7.62,7.69,7.43,7.59,7132515,0
01/30/2013,15:00,7.57,7.60,7.49,7.50,4840490,0
01/31/2013,15:00,7.57,7.57,7.39,7.50,4506590,0
02/01/2013,15:00,7.63,7.70,7.52,7.66,5502950,0
02/04/2013,15:00,7.68,7.68,7.52,7.55,5639945,0
02/05/2013,15:00,7.60,7.73,7.54,7.63,6550960,0
02/06/2013,15:00,7.64,7.88,7.58,7.83,9465740,0
02/07/2013,15:00,7.84,7.94,7.79,7.90,5987605,0
02/08/2013,15:00,7.89,8.00,7.83,7.85,5698665,0
02/11/2013,15:00,7.60,7.83,7.50,7.68,16331240,0
02/12/2013,15:00,7.69,7.77,7.46,7.58,11306230,0
02/13/2013,15:00,7.66,7.80,7.61,7.69,4835510,0
02/14/2013,15:00,7.73,7.75,7.64,7.66,4953200,0
02/15/2013,15:00,7.70,7.70,7.39,7.41,10091345,0
02/19/2013,15:00,7.47,7.86,7.46,7.86,13506700,0
02/20/2013,15:00,7.86,7.93,7.69,7.71,15609550,0
02/21/2013,15:00,7.30,7.48,6.91,7.03,45191060,0
02/22/2013,15:00,7.14,7.28,7.12,7.22,12739155,0
02/25/2013,15:00,7.23,7.35,6.87,6.88,14453860,0
02/26/2013,15:00,6.91,6.99,6.76,6.89,13815250,0
02/27/2013,15:00,6.88,7.08,6.88,7.02,9795645,0
02/28/2013,15:00,7.18,7.22,6.87,6.97,9824465,0
03/01/2013,15:00,7.00,7.02,6.85,6.93,7733000,0
03/04/2013,15:00,6.95,7.17,6.94,7.12,8788300,0
03/05/2013,15:00,7.20,7.38,7.16,7.33,10434845,0
03/06/2013,15:00,7.40,7.58,7.39,7.54,5749625,0
03/07/2013,15:00,7.55,7.73,7.38,7.65,5791770,0
03/08/2013,15:00,7.61,7.89,7.47,7.69,4560260,0
03/11/2013,15:00,7.77,7.89,7.73,7.82,7897200,0
03/12/2013,15:00,7.78,7.88,7.77,7.82,6375310,0
03/13/2013,15:00,7.80,7.90,7.76,7.80,4109930,0
03/14/2013,15:00,7.78,7.78,7.35,7.37,10122295,0
03/15/2013,15:00,7.33,7.33,7.04,7.06,16398885,0
03/18/2013,15:00,7.06,7.21,6.98,7.03,6581680,0
03/19/2013,15:00,7.05,7.12,6.99,7.02,5492375,0
03/20/2013,15:00,7.05,7.21,7.03,7.19,7118420,0
03/21/2013,15:00,7.19,7.41,7.15,7.20,5731435,0
03/22/2013,15:00,7.24,7.36,7.24,7.32,2231175,0
03/25/2013,15:00,7.42,7.70,7.35,7.51,11896770,0
03/26/2013,15:00,7.58,7.64,7.53,7.57,9040685,0
03/27/2013,15:00,7.59,7.68,7.46,7.63,6481415,0
03/28/2013,15:00,7.65,7.65,7.55,7.58,5793260,0
04/01/2013,15:00,8.47,9.34,8.34,8.79,70529365,0
04/02/2013,15:00,8.72,9.10,8.70,8.87,33261870,0
04/03/2013,15:00,8.62,8.69,8.04,8.22,28224975,0
04/04/2013,15:00,8.22,8.45,8.16,8.40,11324335,0
04/05/2013,15:00,8.40,8.40,8.10,8.27,7761945,0
04/08/2013,15:00,8.39,8.51,8.30,8.37,8395005,0
04/09/2013,15:00,8.36,8.37,8.07,8.10,8480180,0
04/10/2013,15:00,8.14,8.40,8.12,8.37,10605440,0
04/11/2013,15:00,8.41,8.91,8.35,8.72,17240405,0
04/12/2013,15:00,8.65,9.03,8.61,8.75,15746860,0
04/15/2013,15:00,8.70,8.76,8.50,8.66,8429920,0
04/16/2013,15:00,8.84,9.23,8.78,9.12,15902190,0
04/17/2013,15:00,9.10,9.19,8.91,9.09,10592140,0
04/18/2013,15:00,9.20,9.52,9.08,9.39,16843500,0
04/19/2013,15:00,9.60,9.98,9.41,9.57,15060680,0
04/22/2013,15:00,9.72,10.04,9.55,10.04,19696635,0
04/23/2013,15:00,10.20,10.58,10.13,10.20,18687750,0
04/24/2013,15:00,10.18,10.21,9.80,10.09,13150540,0
04/25/2013,15:00,10.10,10.48,10.10,10.40,13981035,0
04/26/2013,15:00,10.60,10.75,10.12,10.24,18112150,0
04/29/2013,15:00,10.35,11.00,10.24,10.99,18211030,0
04/30/2013,15:00,11.20,11.64,10.75,10.80,27619740,0
05/01/2013,15:00,11.20,11.20,10.60,10.66,13713890,0
05/02/2013,15:00,10.77,11.05,10.74,10.82,15261665,0
05/03/2013,15:00,11.29,11.29,10.90,10.91,16897015,0
05/06/2013,15:00,11.28,11.93,11.10,11.90,21863995,0
05/07/2013,15:00,12.40,12.47,11.02,11.10,49972745,0
05/08/2013,15:00,11.50,11.64,11.14,11.16,33849295,0
05/09/2013,15:00,14.02,15.15,12.74,13.88,143024850,0
05/10/2013,15:00,13.93,16.20,13.85,15.35,125432150,0
05/13/2013,15:00,16.20,17.60,15.83,17.56,112084075,0
05/14/2013,15:00,18.84,19.42,16.23,16.65,185819490,0
05/15/2013,15:00,16.36,17.38,15.62,16.97,84393500,0
05/16/2013,15:00,18.94,19.00,17.73,18.45,108070010,0
05/17/2013,15:00,18.50,18.89,17.50,18.30,95042250,0
05/20/2013,15:00,18.22,18.50,17.73,17.99,41741655,0
05/21/2013,15:00,17.70,18.00,17.06,17.52,45008815,0
05/22/2013,15:00,17.27,18.19,17.10,17.45,42868880,0
05/23/2013,15:00,16.96,18.60,16.61,18.55,60221285,0
05/24/2013,15:00,18.52,19.59,18.40,19.42,80620970,0
05/28/2013,15:00,20.31,22.15,20.06,22.07,98459120,0
05/29/2013,15:00,22.71,22.98,19.80,20.93,125497400,0
05/30/2013,15:00,20.49,21.91,20.24,20.99,80702770,0
05/31/2013,15:00,21.25,21.29,19.55,19.55,75859645,0
06/03/2013,15:00,19.52,19.52,17.65,18.52,95717375,0
06/04/2013,15:00,18.55,19.28,18.48,18.97,44280225,0
06/05/2013,15:00,18.73,19.59,17.82,19.07,61123655,0
06/06/2013,15:00,19.05,19.85,19.02,19.47,47572030,0
06/07/2013,15:00,19.60,20.58,19.34,20.41,53586085,0
06/10/2013,15:00,19.79,20.50,19.71,20.01,46171075,0
06/11/2013,15:00,19.68,19.74,18.81,18.89,36980200,0
06/12/2013,15:00,19.36,20.10,19.15,19.55,45987615,0
06/13/2013,15:00,19.80,19.86,19.02,19.64,29825620,0
06/14/2013,15:00,20.00,20.50,19.87,20.06,32837105,0
06/17/2013,15:00,20.72,20.95,20.24,20.44,35378200,0
06/18/2013,15:00,20.35,20.80,19.84,20.68,44017815,0
06/19/2013,15:00,20.41,21.33,20.40,20.94,42943670,0
06/20/2013,15:00,20.93,21.43,19.89,20.13,50556105,0
06/21/2013,15:00,20.74,20.74,19.50,19.91,58592635,0
06/24/2013,15:00,19.30,20.57,19.06,20.30,35635100,0
06/25/2013,15:00,20.62,20.84,20.11,20.48,29254160,0
06/26/2013,15:00,20.76,21.17,20.53,21.14,33050795,0
06/27/2013,15:00,21.35,22.05,21.23,21.85,43754130,0
06/28/2013,15:00,21.71,21.89,21.34,21.47,28752155,0
07/01/2013,15:00,21.87,23.55,21.83,23.44,54518005,0
07/02/2013,15:00,23.65,24.38,23.10,23.56,60351575,0
07/03/2013,15:00,23.60,23.85,22.85,23.05,23920185,0
07/05/2013,15:00,23.66,24.06,23.14,24.02,34137485,0
07/08/2013,15:00,24.27,24.44,23.76,24.32,39104080,0
07/09/2013,15:00,24.93,25.06,24.38,24.69,43016035,0
07/10/2013,15:00,24.64,24.65,24.16,24.45,28000060,0
07/11/2013,15:00,24.98,25.22,24.47,25.12,37434790,0
07/12/2013,15:00,25.10,25.99,24.90,25.98,56745930,0
07/15/2013,15:00,26.61,26.65,25.36,25.45,49621680,0
07/16/2013,15:00,25.26,25.26,21.46,21.81,161859340,0
07/17/2013,15:00,21.30,24.32,20.90,24.05,130144735,0
07/18/2013,15:00,24.19,24.55,23.24,23.81,57036790,0
07/19/2013,15:00,23.70,24.11,23.30,23.94,29457195,0
07/22/2013,15:00,23.98,25.34,23.98,24.49,49024050,0
07/23/2013,15:00,24.80,25.11,24.36,24.55,38702345,0
07/24/2013,15:00,24.89,24.90,23.91,24.34,34356860,0
07/25/2013,15:00,24.10,24.95,24.04,24.81,26435720,0
07/26/2013,15:00,25.63,26.14,25.32,25.88,48203515,0
07/29/2013,15:00,25.86,27.07,25.65,26.92,48430360,0
07/30/2013,15:00,26.96,27.50,25.64,26.35,65651335,0
07/31/2013,15:00,26.51,27.00,26.29,26.86,31758185,0
08/01/2013,15:00,27.00,27.30,26.53,27.11,26617995,0
08/02/2013,15:00,26.92,27.65,26.72,27.60,31349190,0
08/05/2013,15:00,28.00,28.98,27.93,28.94,51003145,0
08/06/2013,15:00,28.95,29.15,28.22,28.43,46305460,0
08/07/2013,15:00,28.38,28.39,26.47,26.85,91060690,0
08/08/2013,15:00,30.87,31.78,30.09,30.70,136233815,0
08/09/2013,15:00,30.48,31.19,30.25,30.60,44680145,0
08/12/2013,15:00,29.89,30.10,28.41,29.48,74560875,0
08/13/2013,15:00,29.90,29.97,28.89,29.09,43744315,0
08/14/2013,15:00,28.54,28.97,27.61,27.87,58468715,0
08/15/2013,15:00,27.29,28.72,27.00,27.93,50944385,0
08/16/2013,15:00,28.33,28.78,28.19,28.40,35540430,0
08/19/2013,15:00,28.69,29.48,28.57,28.98,40188200,0
08/20/2013,15:00,29.73,29.96,29.40,29.92,32090540,0
08/21/2013,15:00,30.00,30.06,29.25,29.57,31331310,0
08/22/2013,15:00,29.84,31.50,29.63,31.42,52961955,0
08/23/2013,15:00,31.38,32.46,31.00,32.37,64659210,0
08/26/2013,15:00,33.03,34.60,32.05,32.84,120855480,0
08/27/2013,15:00,32.46,33.76,32.19,33.40,87834080,0
08/28/2013,15:00,33.81,34.30,32.65,33.29,73700030,0
08/29/2013,15:00,32.84,33.55,32.50,33.21,47228600,0
08/30/2013,15:00,33.27,33.84,32.79,33.80,55141790,0
09/03/2013,15:00,34.68,34.74,33.28,33.79,60305500,0
09/04/2013,15:00,33.95,34.32,33.11,34.12,57378235,0
09/05/2013,15:00,34.02,34.30,33.65,33.99,33466010,0
09/06/2013,15:00,33.71,33.94,33.03,33.39,43098150,0
09/09/2013,15:00,32.62,32.90,31.70,32.14,71722365,0
09/10/2013,15:00,32.29,33.50,32.13,33.27,44838930,0
09/11/2013,15:00,33.28,33.58,32.43,32.70,29162380,0
09/12/2013,15:00,32.80,33.35,32.10,32.99,30799965,0
09/13/2013,15:00,32.55,33.27,32.43,33.11,27049440,0
09/16/2013,15:00,33.60,34.17,33.17,33.32,37962990,0
09/17/2013,15:00,33.02,33.68,32.67,33.25,27503595,0
09/18/2013,15:00,33.41,33.49,32.84,33.24,27198075,0
09/19/2013,15:00,34.16,36.09,33.82,35.58,77972840,0
09/20/2013,15:00,35.78,37.17,35.71,36.68,67008445,0
09/23/2013,15:00,36.90,37.10,35.42,36.22,40959205,0
09/24/2013,15:00,35.83,36.99,35.53,36.47,31412155,0
09/25/2013,15:00,36.71,37.26,36.10,37.05,41263105,0
09/26/2013,15:00,37.34,37.94,37.12,37.73,33107960,0
09/27/2013,15:00,37.50,38.26,37.29,38.18,29619405,0
09/30/2013,15:00,37.80,38.90,37.60,38.67,44672705,0
10/01/2013,15:00,38.79,38.85,37.67,38.60,38807145,0
10/02/2013,15:00,37.72,38.37,35.08,36.19,103877050,0
10/03/2013,15:00,35.01,35.94,33.60,34.66,119082520,0
10/04/2013,15:00,35.28,36.24,34.53,36.20,72069825,0
10/07/2013,15:00,36.49,37.35,36.05,36.61,57427895,0
10/08/2013,15:00,36.88,37.19,34.64,34.95,68786090,0
10/09/2013,15:00,34.95,35.00,32.30,33.76,76582405,0
10/10/2013,15:00,34.62,35.15,33.94,34.59,44419550,0
10/11/2013,15:00,34.55,35.86,34.24,35.74,41555430,0
10/14/2013,15:00,35.00,36.50,34.83,35.94,38848150,0
10/15/2013,15:00,37.06,37.76,36.64,36.79,54892680,0
10/16/2013,15:00,36.98,37.46,36.42,36.71,41026835,0
10/17/2013,15:00,36.71,36.96,36.20,36.56,33524840,0
10/18/2013,15:00,36.83,37.19,36.50,36.68,29654075,0
10/21/2013,15:00,36.66,36.68,34.20,34.52,57660655,0
10/22/2013,15:00,34.10,35.56,33.22,34.31,56973375,0
10/23/2013,15:00,33.78,34.36,32.03,32.90,66638695,0
10/24/2013,15:00,33.00,34.90,32.57,34.63,54128335,0
10/25/2013,15:00,34.84,34.90,33.36,33.93,37977290,0
10/28/2013,15:00,34.04,34.10,32.44,32.57,39208635,0
10/29/2013,15:00,32.55,33.09,30.60,32.89,70558685,0
10/30/2013,15:00,32.93,33.54,31.63,31.84,42008780,0
10/31/2013,15:00,31.13,32.49,30.66,31.99,46702275,0
11/01/2013,15:00,32.60,33.18,32.08,32.43,35902915,0
11/04/2013,15:00,33.00,35.08,32.84,35.04,65601870,0
11/05/2013,15:00,36.00,36.29,34.27,35.36,112335505,0
11/06/2013,15:00,30.96,32.15,29.27,30.23,155358630,0
11/07/2013,15:00,28.84,29.13,27.52,27.95,111423720,0
11/08/2013,15:00,27.20,28.12,26.46,27.59,112389305,0
11/11/2013,15:00,28.20,29.08,27.42,28.94,69987955,0
11/12/2013,15:00,28.94,28.94,27.24,27.56,74925810,0
11/13/2013,15:00,28.17,28.47,27.27,27.74,63291360,0
11/14/2013,15:00,27.78,28.08,26.82,27.52,61018500,0
11/15/2013,15:00,27.37,27.59,26.87,27.09,49500880,0
11/18/2013,15:00,27.05,27.09,23.92,24.32,115691210,0
11/19/2013,15:00,23.89,25.80,23.84,25.22,99080770,0
11/20/2013,15:00,25.22,25.49,23.81,24.22,69247770,0
11/21/2013,15:00,24.64,24.96,24.05,24.42,59519015,0
11/22/2013,15:00,24.32,24.55,23.59,24.28,55520730,0
11/25/2013,15:00,24.90,25.17,24.06,24.17,51376740,0
11/26/2013,15:00,23.88,24.54,23.22,24.10,69427610,0
11/27/2013,15:00,24.32,25.39,23.90,25.39,61838170,0
11/29/2013,15:00,25.95,26.12,25.40,25.46,48280365,0
12/02/2013,15:00,25.27,25.71,24.79,24.83,38756055,0
12/03/2013,15:00,26.54,28.99,26.32,28.94,128412020,0
12/04/2013,15:00,28.86,28.89,27.43,27.79,65738440,0
12/05/2013,15:00,28.03,28.67,27.90,28.10,46442075,0
12/06/2013,15:00,28.30,28.50,27.26,27.47,39547980,0
12/09/2013,15:00,27.40,28.34,26.84,28.32,45307425,0
12/10/2013,15:00,28.01,29.17,27.97,28.44,53741170,0
12/11/2013,15:00,28.38,28.61,27.90,27.93,35689210,0
12/12/2013,15:00,27.94,29.65,27.71,29.49,53838955,0
12/13/2013,15:00,29.61,30.36,29.46,29.53,52998875,0
12/16/2013,15:00,29.70,30.09,29.22,29.59,33376380,0
12/17/2013,15:00,29.52,30.93,29.26,30.49,52474845,0
12/18/2013,15:00,30.45,30.98,29.19,29.60,57909485,0
12/19/2013,15:00,29.38,29.40,27.82,28.14,63793065,0
12/20/2013,15:00,28.32,28.87,28.32,28.65,37112685,0
12/23/2013,15:00,28.97,29.25,28.52,28.71,26927530,0
12/24/2013,15:00,30.00,30.99,29.96,30.28,50408040,0
12/26/2013,15:00,31.01,31.60,30.86,31.10,35647630,0
12/27/2013,15:00,31.06,31.10,30.16,30.22,27345320,0
12/30/2013,15:00,30.22,30.96,30.15,30.49,22360380,0
12/31/2013,15:00,30.46,30.64,29.73,30.09,21333550,0
01/02/2014,15:00,29.96,30.50,29.31,30.02,30976775,0
01/03/2014,15:00,30.00,30.44,29.72,29.91,23494195,0
01/06/2014,15:00,30.00,30.08,29.05,29.40,26836600,0
01/07/2014,15:00,29.52,30.08,29.05,29.87,25209030,0
01/08/2014,15:00,29.77,30.74,29.75,30.26,30833370,0
01/09/2014,15:00,30.50,30.69,29.37,29.51,26944525,0
01/10/2014,15:00,29.69,29.78,28.45,29.14,37252655,0
01/13/2014,15:00,29.16,29.40,27.56,27.87,31623235,0
01/14/2014,15:00,28.10,32.40,27.33,32.25,139679140,0
01/15/2014,15:00,33.69,34.45,32.42,32.83,102444905,0
01/16/2014,15:00,32.50,34.54,32.48,34.19,59910495,0
01/17/2014,15:00,34.04,34.64,33.59,34.00,46080140,0
01/21/2014,15:00,34.24,35.46,34.16,35.34,48728825,0
01/22/2014,15:00,35.56,36.06,34.95,35.71,35183790,0
01/23/2014,15:00,35.45,36.48,34.68,36.30,39497575,0
01/24/2014,15:00,35.57,36.10,34.71,34.92,38556480,0
01/27/2014,15:00,35.03,35.58,32.94,33.92,43688865,0
01/28/2014,15:00,34.30,35.80,34.20,35.68,30641185,0
01/29/2014,15:00,35.03,35.82,34.63,35.05,29784085,0
01/30/2014,15:00,35.60,36.96,35.40,36.57,42876050,0
01/31/2014,15:00,35.77,37.20,35.70,36.28,32564755,0
02/03/2014,15:00,36.58,36.98,35.03,35.42,33893045,0
02/04/2014,15:00,36.13,36.32,35.24,35.75,23454415,0
02/05/2014,15:00,35.66,36.12,33.87,34.88,36379760,0
02/06/2014,15:00,35.26,36.02,35.20,35.68,29239765,0
02/07/2014,15:00,36.20,37.33,35.92,37.31,44820270,0
02/10/2014,15:00,37.87,39.86,37.86,39.31,64946430,0
02/11/2014,15:00,39.84,40.44,38.54,39.32,53672360,0
02/12/2014,15:00,39.16,39.65,38.86,39.06,25906565,0
02/13/2014,15:00,38.67,40.54,38.65,39.93,40870245,0
02/14/2014,15:00,39.62,40.38,39.40,39.65,30867310,0
02/18/2014,15:00,41.05,41.20,40.27,40.74,46779355,0
02/19/2014,15:00,40.72,40.74,38.68,38.73,82099495,0
02/20/2014,15:00,43.00,43.04,41.25,41.99,90111310,0
02/21/2014,15:00,42.33,42.80,41.84,41.92,39144905,0
02/24/2014,15:00,41.75,43.67,41.66,43.53,41515665,0
02/25/2014,15:00,46.00,51.84,45.69,49.60,163985000,0
02/26/2014,15:00,51.72,53.00,49.50,50.60,123855970,0
02/27/2014,15:00,52.25,52.38,49.67,50.51,89853535,0
02/28/2014,15:00,49.93,50.54,48.51,48.96,73063465,0
03/03/2014,15:00,47.45,50.33,47.00,50.11,65546515,0
03/04/2014,15:00,51.70,52.00,50.57,50.97,43826960,0
03/05/2014,15:00,51.30,51.40,50.36,50.53,29733680,0
03/06/2014,15:00,50.83,51.50,49.89,50.59,36873595,0
03/07/2014,15:00,50.59,50.97,48.88,49.24,39092325,0
03/10/2014,15:00,48.54,48.60,47.21,47.77,38728755,0
03/11/2014,15:00,47.30,48.92,46.49,46.88,44181745,0
03/12/2014,15:00,46.30,49.50,46.22,48.30,48819555,0
03/13/2014,15:00,48.76,48.84,46.80,47.56,31181625,0
03/14/2014,15:00,47.06,47.39,45.66,46.19,41448665,0
03/17/2014,15:00,46.99,47.59,46.10,46.80,29562960,0
03/18/2014,15:00,47.39,48.30,47.00,48.01,31211745,0
03/19/2014,15:00,48.28,48.31,46.70,47.17,25356635,0
03/20/2014,15:00,47.23,47.85,46.67,46.98,19089525,0
03/21/2014,15:00,47.20,47.24,45.50,45.78,41136555,0
03/24/2014,15:00,45.95,45.98,42.05,44.03,56664735,0
03/25/2014,15:00,44.83,45.41,43.58,44.09,39326875,0
03/26/2014,15:00,44.39,44.52,42.27,42.59,34536530,0
03/27/2014,15:00,42.47,42.72,40.60,41.46,47526535,0
03/28/2014,15:00,42.56,43.34,42.05,42.47,48423805,0
03/31/2014,15:00,43.30,43.35,41.28,41.69,41900115,0
04/01/2014,15:00,41.80,43.63,41.72,43.39,36857110,0
04/02/2014,15:00,44.00,46.18,43.61,46.06,53911255,0
04/03/2014,15:00,46.06,47.15,44.40,45.08,54618670,0
04/04/2014,15:00,45.20,45.65,42.25,42.45,56728090,0
04/07/2014,15:00,41.23,43.24,40.70,41.50,49277390,0
04/08/2014,15:00,42.01,43.30,41.28,43.09,34446480,0
04/09/2014,15:00,43.35,43.69,42.18,43.39,25789615,0
04/10/2014,15:00,43.36,43.50,40.76,40.84,36057460,0
04/11/2014,15:00,40.12,41.40,39.72,40.76,45356500,0
04/14/2014,15:00,41.52,41.69,38.88,39.62,38515155,0
04/15/2014,15:00,39.82,39.86,36.86,38.78,68335355,0
04/16/2014,15:00,39.40,40.00,38.16,39.82,36026595,0
04/17/2014,15:00,39.92,40.46,38.82,39.62,29647530,0
04/21/2014,15:00,39.42,41.24,38.80,40.88,26332450,0
04/22/2014,15:00,41.27,43.87,41.00,43.73,49046665,0
04/23/2014,15:00,43.27,43.35,41.40,41.60,36478045,0
04/24/2014,15:00,42.16,42.56,40.64,41.57,27523840,0
04/25/2014,15:00,40.41,41.34,39.53,39.97,34983290,0
04/28/2014,15:00,40.00,40.76,38.10,39.70,35209915,0
04/29/2014,15:00,39.64,41.43,39.11,41.38,28936845,0
04/30/2014,15:00,40.72,41.63,40.26,41.58,22217265,0
05/01/2014,15:00,41.42,42.80,41.14,41.55,27223350,0
05/02/2014,15:00,41.72,42.27,41.30,42.18,20456970,0
05/05/2014,15:00,41.90,43.54,41.70,43.32,25761715,0
05/06/2014,15:00,43.32,43.73,41.37,41.46,28183625,0
05/07/2014,15:00,41.93,42.04,39.45,40.27,50896455,0
05/08/2014,15:00,36.40,38.88,35.60,35.72,100282955,0
05/09/2014,15:00,35.97,36.68,35.44,36.45,42475795,0
05/12/2014,15:00,36.77,37.44,35.98,36.93,35021650,0
05/13/2014,15:00,36.75,38.27,36.60,38.03,35486210,0
05/14/2014,15:00,37.83,38.70,37.42,38.12,27074725,0
05/15/2014,15:00,38.00,38.53,37.06,37.72,30230695,0
05/16/2014,15:00,37.79,38.41,37.54,38.31,22446560,0
05/19/2014,15:00,38.14,39.38,38.00,39.22,22858300,0
05/20/2014,15:00,39.39,39.87,38.61,39.06,27769385,0
05/21/2014,15:00,39.24,39.97,38.96,39.89,26453775,0
05/22/2014,15:00,40.07,41.38,39.91,40.98,31081275,0
05/23/2014,15:00,40.91,41.55,40.50,41.46,20054655,0
05/27/2014,15:00,41.70,42.77,41.54,42.31,26733940,0
05/28/2014,15:00,41.98,42.55,41.05,42.05,27481390,0
05/29/2014,15:00,42.11,42.50,41.54,42.05,18472980,0
05/30/2014,15:00,41.95,42.96,41.40,41.55,27930340,0
06/02/2014,15:00,41.47,41.87,40.33,40.94,23340575,0
06/03/2014,15:00,40.70,41.60,40.52,40.99,19330910,0
06/04/2014,15:00,40.87,41.25,40.08,40.80,17172510,0
06/05/2014,15:00,40.89,41.84,40.81,41.38,20296425,0
06/06/2014,15:00,41.95,42.16,41.44,41.63,15374500,0
06/09/2014,15:00,41.59,42.00,40.84,41.06,14065330,0
06/10/2014,15:00,40.89,41.39,40.31,40.46,17611680,0
06/11/2014,15:00,40.30,41.00,39.85,40.89,19902455,0
06/12/2014,15:00,41.02,41.98,40.54,40.70,29985720,0
06/13/2014,15:00,40.96,41.36,40.32,41.28,17733945,0
06/16/2014,15:00,41.35,45.10,41.25,44.92,66231760,0
06/17/2014,15:00,44.82,47.11,44.57,46.33,66524535,0
06/18/2014,15:00,46.30,46.34,45.22,45.42,34735265,0
06/19/2014,15:00,45.74,47.06,45.40,45.56,44009535,0
06/20/2014,15:00,45.70,46.26,45.24,45.92,24540385,0
06/23/2014,15:00,45.90,47.80,45.64,47.44,39000945,0
06/24/2014,15:00,47.79,48.38,46.33,46.50,40405545,0
06/25/2014,15:00,46.62,47.51,46.05,47.38,29016285,0
06/26/2014,15:00,47.44,48.08,46.84,47.12,25614860,0
06/27/2014,15:00,46.94,48.00,46.90,47.81,28193935,0
06/30/2014,15:00,47.91,48.90,47.80,48.01,24168010,0
07/01/2014,15:00,48.49,48.69,47.74,47.94,21706210,0
07/02/2014,15:00,48.13,48.47,45.41,45.89,40175360,0
07/03/2014,15:00,46.26,46.38,44.80,45.85,25686535,0
07/07/2014,15:00,45.50,45.96,44.08,44.53,29505400,0
07/08/2014,15:00,43.73,44.19,42.85,43.81,39230825,0
07/09/2014,15:00,44.25,44.84,43.84,44.61,20588645,0
07/10/2014,15:00,43.44,44.44,43.21,43.89,24326230,0
07/11/2014,15:00,44.12,44.32,43.52,43.63,16535565,0
07/14/2014,15:00,44.00,45.76,43.09,45.34,36042865,0
07/15/2014,15:00,45.35,45.53,43.62,43.92,28660155,0
07/16/2014,15:00,44.36,44.96,43.36,43.43,20255485,0
07/17/2014,15:00,43.23,44.11,42.72,43.08,23254780,0
07/18/2014,15:00,43.19,44.24,43.19,44.00,21303090,0
07/21/2014,15:00,43.45,44.64,43.34,44.11,19126255,0
07/22/2014,15:00,44.49,44.66,43.82,43.92,13662425,0
07/23/2014,15:00,44.00,44.95,43.89,44.50,15443655,0
07/24/2014,15:00,44.65,45.02,44.16,44.71,16242050,0
07/25/2014,15:00,44.54,45.39,44.35,44.71,15451915,0
07/28/2014,15:00,44.85,46.40,44.28,44.96,32588055,0
07/29/2014,15:00,45.32,45.66,44.97,45.00,16935935,0
07/30/2014,15:00,44.38,45.92,44.21,45.78,24639115,0
07/31/2014,15:00,45.85,46.28,44.30,44.66,38745290,0
08/01/2014,15:00,45.22,47.50,45.20,46.65,59490665,0
08/04/2014,15:00,46.93,48.10,46.65,47.70,29837030,0
08/05/2014,15:00,47.49,48.60,47.14,47.70,26942905,0
08/06/2014,15:00,47.78,50.28,47.72,49.79,46246325,0
08/07/2014,15:00,50.02,51.34,49.82,50.48,37394630,0
08/08/2014,15:00,50.23,50.35,49.30,49.63,25495305,0
08/11/2014,15:00,51.10,52.75,51.00,51.86,40506380,0
08/12/2014,15:00,51.62,52.06,50.92,51.99,31952060,0
08/13/2014,15:00,52.40,53.13,51.92,52.06,34663140,0
08/14/2014,15:00,52.50,52.60,51.71,52.28,20633170,0
08/15/2014,15:00,52.30,52.42,51.70,52.40,19339370,0
08/18/2014,15:00,52.65,53.45,51.95,51.99,29246155,0
08/19/2014,15:00,51.77,51.87,50.32,51.35,26700680,0
08/20/2014,15:00,50.94,51.75,50.60,51.14,15139315,0
